0	11547	5	1387756800
0	13022	2	1387497600
0	13538	5	1396224000
0	1588	5	1391644800
0	16168	5	1387497600
0	16723	5	1387756800
0	17521	5	1388188800
0	20803	5	1368662400
0	20938	5	1396224000
0	211	3	1388188800
0	22224	5	1368662400
0	2264	5	1387497600
0	2366	5	1387756800
0	2369	5	1387756800
0	2394	5	1388188800
0	2444	4	1387756800
0	251	5	1388188800
0	2530	5	1388188800
0	254	5	1387756800
0	2554	4	1387497600
0	269	5	1388188800
0	2927	5	1388188800
0	2950	3	1387756800
0	2954	5	1387756800
0	3338	5	1387756800
0	3429	3	1387756800
0	3620	5	1387756800
0	3729	2	1387756800
0	3970	5	1387497600
0	4163	4	1387497600
0	449	4	1387756800
0	6141	5	1387497600
0	8678	4	1398988800
0	8951	5	1388188800
0	9025	4	1387497600
0	9102	3	1398988800
0	9948	5	1396224000
1	10846	5	1354060800
1	19723	5	1355702400
1	20489	5	1373068800
1	21934	5	1356739200
1	22968	5	1391817600
1	23087	5	1372291200
1	23095	5	1354752000
1	23482	5	1391817600
1	23618	5	1370476800
1	24653	5	1367625600
2	11324	5	1367020800
2	11665	5	1376352000
2	11804	4	1386374400
2	12574	5	1377129600
2	13194	5	1369094400
2	13397	5	1375056000
2	16197	5	1367020800
2	16889	5	1374883200
2	17099	5	1370217600
2	17638	5	1367366400
2	18305	5	1386979200
2	18882	4	1376352000
2	19536	5	1376352000
2	19539	5	1374883200
2	19963	5	1386633600
2	20101	4	1389398400
2	21092	5	1361145600
2	21193	5	1367020800
2	21209	5	1361145600
2	21925	4	1387670400
2	21930	5	1370822400
2	21931	5	1369440000
2	22047	5	1361577600
2	22512	5	1386028800
2	23033	5	1376352000
2	23229	3	1391817600
2	23720	5	1367107200
2	23889	5	1370908800
2	23999	5	1378425600
2	24139	5	1374796800
2	24285	5	1389484800
2	24584	5	1370908800
2	26306	5	1400198400
2	26603	3	1404432000
2	26668	4	1402963200
2	8290	5	1379116800
2	9585	5	1374796800
3	15667	4	1361577600
3	19544	3	1404086400
3	21654	3	1404086400
3	21776	4	1383955200
3	21812	5	1399593600
3	21814	5	1361232000
3	22631	3	1383955200
3	22636	3	1361577600
3	23476	3	1361232000
3	23659	5	1388275200
3	25143	5	1404086400
4	15701	3	1365897600
4	16188	4	1368230400
4	16513	3	1364774400
4	19936	5	1399248000
4	20561	3	1399248000
4	20621	5	1368230400
4	21781	5	1381708800
4	22122	5	1399248000
4	22626	3	1363824000
4	23472	4	1368230400
4	23476	3	1368230400
4	23845	1	1363824000
4	25093	5	1387324800
4	25464	3	1381708800
4	26468	1	1399248000
4	8969	1	1394409600
5	16379	4	1269993600
5	17410	1	1264809600
5	17751	1	1309305600
5	17812	4	1309305600
5	17814	3	1331424000
5	19526	1	1309305600
5	19749	3	1332633600
5	20045	4	1324684800
5	21145	1	1326499200
5	21943	3	1324684800
5	22672	3	1331424000
6	10125	4	1172707200
6	10502	4	1162425600
6	10752	4	1170892800
6	10755	4	1190764800
6	10756	4	1209686400
6	10849	1	1170892800
6	10882	4	1172016000
6	11129	4	1170892800
6	12405	4	1187136000
6	13330	2	1205539200
6	13523	3	1205971200
6	13579	3	1202774400
6	13739	4	1205193600
6	15122	1	1225497600
6	17743	2	1281398400
6	6122	5	1170201600
6	7434	3	1139788800
6	8735	3	1137456000
6	8906	4	1132531200
7	10015	5	1202083200
7	11232	4	1202083200
7	12616	4	1248393600
7	13272	5	1230940800
7	13615	4	1275609600
7	14878	3	1244073600
7	17712	1	1341964800
7	18293	4	1289174400
7	18647	5	1341532800
7	18778	5	1341532800
7	9437	1	1293148800
8	12350	5	1329782400
8	14349	4	1235520000
8	15229	4	1322006400
8	17195	5	1322006400
8	17633	4	1323302400
8	17642	5	1323302400
8	17644	4	1322006400
8	17675	5	1326931200
8	17702	4	1322006400
8	19963	5	1326758400
8	20826	4	1322006400
8	21725	4	1322006400
8	21931	5	1324944000
8	22875	5	1330473600
9	10922	5	1325030400
9	11153	5	1357344000
9	11695	5	1215648000
9	12775	5	1198886400
9	13186	5	1197504000
9	13511	5	1220832000
9	1355	5	1369958400
9	13595	5	1215648000
9	13725	5	1220832000
9	13772	5	1215648000
9	15188	5	1231632000
9	15241	5	1357344000
9	15687	5	1384646400
9	16619	4	1257724800
9	17200	5	1378339200
9	17201	5	1378252800
9	17333	5	1284163200
9	17418	5	1278288000
9	17738	4	1378252800
9	17752	5	1309996800
9	17756	5	1289174400
9	1812	5	1384646400
9	18240	5	1346112000
9	18610	3	1277769600
9	18650	5	1277769600
9	18722	5	1277769600
9	18930	5	1273276800
9	19245	3	1384646400
9	19305	1	1289433600
9	19367	5	1357689600
9	19563	5	1357084800
9	19936	4	1325030400
9	21361	4	1315440000
9	22961	5	1384646400
9	23442	5	1377907200
9	23991	5	1377907200
9	24200	5	1354924800
9	3620	5	1315526400
10	10444	2	1165708800
10	12653	4	1233705600
10	14113	4	1240444800
10	15198	5	1248566400
10	15233	4	1228176000
10	15277	4	1234483200
10	15578	4	1234310400
10	16164	3	1238112000
10	16215	5	1247875200
10	16711	5	1258070400
10	20680	4	1290038400
10	2336	4	1141948800
10	5711	4	1190678400
10	5736	5	1178582400
10	5780	5	1292716800
10	7683	5	1164153600
10	8307	5	1177545600
10	9345	5	1171065600
10	9719	3	1164499200
11	11266	5	1359244800
11	13180	5	1356048000
11	15160	5	1364688000
11	17249	4	1364688000
11	18029	5	1364688000
11	18169	5	1356048000
11	18350	5	1364688000
11	20471	5	1358812800
11	20593	5	1359504000
11	21397	5	1376697600
11	24367	5	1381104000
11	8055	5	1356048000
12	10752	5	1257033600
12	12383	5	1360886400
12	13303	4	1391817600
12	13563	5	1364256000
12	14900	5	1324771200
12	14974	4	1396224000
12	16407	5	1364256000
12	16533	4	1364256000
12	16613	5	1352073600
12	16741	5	1391817600
12	17626	5	1357430400
12	17883	5	1391817600
12	19356	4	1364256000
12	19730	5	1364256000
12	20533	5	1297468800
12	8099	5	1391817600
13	12439	2	1288656000
13	13793	4	1310342400
13	14392	1	1295481600
13	15056	4	1230508800
13	15431	5	1295481600
13	15770	5	1260489600
13	19772	5	1357603200
13	20855	5	1362528000
13	21768	4	1383523200
13	21823	5	1377561600
13	21832	5	1356652800
13	22165	5	1338768000
13	23129	5	1388966400
13	25398	5	1385337600
14	10377	4	1291075200
14	13444	3	1291075200
14	14379	4	1291075200
14	16819	4	1291075200
14	17746	4	1291075200
14	18518	3	1291075200
14	18895	3	1282780800
14	18926	4	1290470400
14	19304	4	1291075200
14	19722	4	1290470400
14	2563	5	1314576000
15	21706	5	1358899200
15	22995	4	1375056000
15	24002	4	1388275200
15	24003	4	1388275200
15	24006	4	1375056000
15	24020	4	1388275200
15	24021	4	1375056000
15	24024	5	1358899200
15	24062	4	1388275200
15	24064	5	1388275200
15	24185	4	1375056000
15	24240	5	1358899200
15	24254	4	1375056000
15	24408	4	1356048000
15	25724	4	1388275200
15	25725	3	1388275200
15	25782	5	1388275200
15	25783	5	1388275200
15	25958	5	1388275200
15	25959	5	1388275200
15	25968	5	1388275200
15	26243	5	1388275200
15	4067	5	1358899200
15	865	4	1375056000
16	10075	5	1148601600
16	10583	4	1155859200
16	3298	3	980380800
16	3595	5	982281600
16	3631	4	986428800
16	4066	5	996105600
16	4691	5	1023753600
16	5117	5	1027641600
16	5175	5	1036540800
16	6340	5	1058832000
16	6450	5	1067385600
16	7346	5	1090195200
16	9620	4	1167091200
17	12734	5	1229299200
17	13062	5	1200700800
17	13102	5	1293062400
17	13747	4	1220572800
17	14397	5	1229472000
17	15693	1	1253664000
17	15941	5	1232323200
17	16379	5	1268352000
17	16587	5	1255392000
17	17741	5	1293062400
17	17744	5	1286323200
17	17745	5	1251676800
17	17746	5	1285113600
17	17760	5	1320364800
17	17762	5	1290556800
17	17811	5	1301875200
17	17817	5	1297987200
17	19497	5	1291939200
17	19514	5	1290038400
17	19523	5	1304294400
17	19551	5	1297987200
17	19592	5	1329436800
17	23204	5	1371686400
17	23481	5	1353542400
17	25026	4	1399507200
18	3685	5	1098403200
18	4357	5	1098403200
18	5225	2	1098403200
18	5671	4	1098403200
18	5975	4	1098403200
18	5978	5	1098403200
18	6007	1	1098403200
18	6169	5	1098403200
18	6257	5	1098403200
18	6333	5	1098662400
18	6510	5	1098403200
18	6599	4	1099180800
18	6681	5	1098403200
18	6682	4	1098316800
18	6901	5	1098403200
18	7074	5	1098403200
18	7355	3	1098403200
18	7647	5	1098403200
18	8451	5	1117497600
19	10824	5	1394841600
19	14864	5	1356998400
19	17170	5	1356998400
19	18373	5	1394841600
19	21391	4	1394841600
19	21812	5	1379376000
19	21828	5	1356998400
19	22979	5	1356998400
19	25024	1	1388275200
19	25026	1	1394841600
19	25027	1	1395360000
19	25028	1	1390176000
19	25095	5	1394841600
19	25380	4	1394841600
19	25399	5	1395100800
19	25602	5	1394496000
19	25828	5	1388275200
19	26048	5	1395619200
19	26053	5	1399593600
19	26292	1	1394841600
19	26701	5	1402617600
20	12051	3	1205971200
20	12645	3	1206662400
20	12691	2	1203552000
20	12911	2	1198972800
20	13233	4	1198972800
20	13565	5	1226361600
20	14267	4	1219276800
20	14458	3	1226966400
20	14598	5	1224720000
20	15360	4	1231891200
20	15496	4	1243382400
20	16152	5	1270166400
20	16183	4	1270252800
20	17169	5	1274832000
20	17817	5	1295827200
20	18920	5	1283990400
20	19722	3	1290470400
20	20628	5	1301184000
20	20672	4	1395273600
20	21349	5	1307664000
20	21522	5	1329004800
20	21786	4	1342569600
20	22090	2	1350432000
20	22112	3	1323820800
20	22166	4	1326672000
20	23671	5	1358380800
20	2367	5	984009600
20	25560	5	1387324800
20	25996	5	1388448000
20	3277	4	970963200
21	10814	5	1232496000
21	10992	4	1241740800
21	11503	2	1296000000
21	12101	5	1232496000
21	12370	4	1232496000
21	12928	4	1296000000
21	13076	4	1232582400
21	13308	5	1232496000
21	13944	4	1232496000
21	14235	4	1308787200
21	14580	2	1296000000
21	2922	5	1296000000
21	3060	5	1241740800
21	3832	4	1236470400
21	5298	4	1232582400
21	6450	5	1232582400
21	6888	3	1232496000
21	7715	5	1232496000
21	7834	1	1232496000
21	8879	5	1241740800
21	8889	5	1232496000
21	8916	5	1236470400
21	8938	4	1232496000
21	9499	4	1236470400
22	2924	5	1015459200
22	3089	2	1013990400
22	3154	4	999388800
22	3192	5	997660800
22	3224	5	1026777600
22	3468	5	1010620800
22	3657	5	1020038400
22	3808	5	1015891200
22	4516	5	1014508800
22	470	5	1013385600
